query,clean_text,time,is_question,query_length,label
Geoo,geoo,2025-07-28 19:54:00,0,1,0
"StreamlitDuplicateElementKey: There are multiple elements with the same `key='edit_'`.  To fix this, please make sure that the `key` argument is unique for each element you  create.",streamlitduplicateelementkey there are multiple elements with the same key edit to fix this please make sure that the key argument is unique for each element you create,2025-12-31 15:48:06,0,27,2
the apply functionality of gdm-settings is not working,the apply functionality of gdm settings is not working,2025-07-14 10:00:36,0,9,2
i have boot my usb when I select try or install ubuuntu pc says error needs to be loaded kernal first,i have boot my usb when i select try or install ubuuntu pc says error needs to be loaded kernal first,2025-07-03 14:54:52,0,21,2
what could be the problem here,what could be the problem here,2025-01-05 10:04:04,1,6,2
what is the difference between USING clause and ON clause,what is the difference between using clause and on clause,2025-02-16 21:47:50,1,10,4
"How should I handle poor English in reviewing an article that claims to be proofread by two native English speakers?,Educational",how should i handle poor english in reviewing an article that claims to be proofread by two native english speakers educational,1434680576,1,21,3
"first create all possible partitions, than make refinement relation between each partition if any and than identify joins",first create all possible partitions than make refinement relation between each partition if any and than identify joins,2024-10-19 18:05:10,0,18,1
what is the difference between identifying relationship and simple relationship in database?,what is the difference between identifying relationship and simple relationship in database,2025-05-12 22:31:10,1,12,4
"How should a non-native English presenter respond to a question they did not understand?,Educational",how should a non native english presenter respond to a question they did not understand educational,1440201715,1,16,3
"Why is getting a PhD considered &quot;financially irresponsible&quot; by some people?,Educational",why is getting a phd considered financially irresponsible by some people educational,1566775238,1,12,3
Error &quot;npm WARN package.json: No repository field&quot;,error quot npm warn package json no repository field quot,2013-05-30 09:18:43,0,10,2
Write a function greetUser that takes a required name parameter and optional named parameters age and city.,write a function greetuser that takes a required name parameter and optional named parameters age and city,2025-09-10 08:20:36,0,17,1
Error message &quot;error:0308010C:digital envelope routines::unsupported&quot;,error message quot error 0308010c digital envelope routines unsupported quot,2021-10-24 04:39:57,0,10,2
i want this code to end when the complete circle is drawn,i want this code to end when the complete circle is drawn,2025-06-13 22:10:58,0,12,1
"How long does it usually take for published articles to show up on Google Scholar?,Educational",how long does it usually take for published articles to show up on google scholar educational,1501109722,1,16,3
what is logical address,what is logical address,2026-02-12 20:48:23,1,4,4
its giving error on if condition,its giving error on if condition,2026-04-19 21:26:49,0,6,2
"How to decline a postdoc interview if there is some possible future collaboration?,Educational",how to decline a postdoc interview if there is some possible future collaboration educational,1478558408,1,14,3
What is the &quot;N+1 selects problem&quot; in ORM (Object-Relational Mapping)?,what is the quot n 1 selects problem quot in orm object relational mapping,2008-09-19 03:30:00,1,14,2
write a proper function that would extract all the tables used in a query,write a proper function that would extract all the tables used in a query,2026-03-11 01:29:13,0,14,1
when we use clustering index,when we use clustering index,2026-04-01 03:28:13,1,5,4
tellg,tellg,2024-11-13 18:33:29,0,1,4
derivative of sinht?,derivative of sinht,2025-05-13 13:25:42,1,3,4
Ok okk,ok okk,2025-05-02 23:15:00,0,2,0
const tenantExpr = parser.expression.parse(tenantCondition); error is at this line,const tenantexpr parser expression parse tenantcondition error is at this line,2026-03-12 01:02:58,0,11,2
underlining tag,underlining tag,2024-10-31 08:36:30,0,2,4
create a vue.js app that handles get and post requests,create a vuejs app that handles get and post requests,2025-08-17 09:50:07,0,10,1
"Installed executable flutterfire. Warning: Pub installs executables into $HOME/.pub-cache/bin, which is not on your path. You can fix that by adding this to your shell's config file (.bashrc, .bash_profile, .zshrc etc.):    export PATH=""$PATH"":""$HOME/.pub-cache/bin""  Activated flutterfire_cli 1.3.1. hanan@hanan-ThinkBook:~/StudioProjects/lab10$ flutterfire configure --project=lab10-58965 flutterfire: command not found",installed executable flutterfire warning pub installs executables into home pub cache bin which is not on your path you can fix that by adding this to your shell s config file bashrc bash profile zshrc etc export path path home pub cache bin activated flutterfire cli 1 3 1 hanan hanan thinkbook studioprojects lab10 flutterfire configure project lab10 58965 flutterfire command not found,2025-11-26 17:15:35,0,63,2
Koi chakar nhi,koi chakar nhi,2025-06-21 15:51:00,0,3,0
"curl -I https://192.168.56.7 curl: (60) SSL certificate problem: self-signed certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, please visit the web page mentioned above.",curl i https 192 168 56 7 curl 60 ssl certificate problem self signed certificate more details here https curl se docs sslcerts html curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it to learn more about this situation and how to fix it please visit the web page mentioned above,2025-11-25 15:46:44,0,61,2
can you rewrite both files,can you rewrite both files,2025-12-31 15:04:04,1,5,1
curl -I https://192.168.56.7:443 curl: (7) Failed to connect to 192.168.56.7 port 443 after 0 ms: Couldn't connect to server,curl i https 192 168 56 7 443 curl 7 failed to connect to 192 168 56 7 port 443 after 0 ms couldn t connect to server,2025-11-25 15:26:31,0,28,2
gradio is giving error how do I find out the problem,gradio is giving error how do i find out the problem,2026-03-07 21:41:26,0,11,2
"Why upload to academic preprint sites like arXiv?,Educational",why upload to academic preprint sites like arxiv educational,1392167020,1,9,3
"How much do Springer-Verlag authors make per book sold?,Educational",how much do springer verlag authors make per book sold educational,1397541112,1,11,3
"How do &quot;scientific couples&quot; (from different fields) find positions?,Educational",how do scientific couples from different fields find positions educational,1343304124,1,10,3
when I run it crashes and says no directionality widget found,when i run it crashes and says no directionality widget found,2025-11-19 09:31:33,1,11,2
write a code for bert/gpt embedding in c++,write a code for bertgpt embedding in c,2025-03-13 05:11:23,0,8,1
what is continuous function?,what is continuous function,2024-12-17 14:36:25,1,4,4
"How to care less about teaching?,Educational",how to care less about teaching educational,1500190110,1,7,3
Jazakallah,jazakallah,2025-06-14 00:06:00,0,1,0
nah,nah,2026-04-20 22:31:00,0,1,0
sqrt functions are concave up?,sqrt functions are concave up,2024-11-05 20:29:44,1,5,4
"How to write a research statement for a math postdoc position?,Educational",how to write a research statement for a math postdoc position educational,1362421697,1,12,3
what is meant by overflow?,what is meant by overflow,2025-06-02 12:23:32,1,5,4
Rabbo aayi tahir bhai,rabbo aayi tahir bhai,2025-06-18 21:21:00,0,4,0
applications of A* algorithm,applications of a algorithm,2025-03-11 21:44:54,0,4,4
kuch ni,kuch ni,2026-02-20 22:33:00,0,2,0
error: Null check operator used on a null value,error null check operator used on a null value,2025-12-29 21:26:12,0,9,2
can you generate another more detailed test.mjs mainly focusing on different kind of queries for testing POST /api/vi/query i,can you generate another more detailed testmjs mainly focusing on different kind of queries for testing post apiviquery i,2026-03-12 04:43:18,1,19,1
"How does it affect the treatment of a mathematician&#39;s results, if that mathematician was a Nazi?,Educational",how does it affect the treatment of a mathematician 39 s results if that mathematician was a nazi educational,1486678889,1,19,3
its giving error on line 112,its giving error on line 112,2026-02-11 07:25:47,0,6,2
"How to avoid sleeping in lectures?,Educational",how to avoid sleeping in lectures educational,1425750374,1,7,3
